service_log_id,shipment_id,crate_model_id,service_region_id,technician_employee_id,service_date,service_type,expected_units,inspected_units,passed_units,scrapped_units,service_cost,inspection_notes
1403,11973,12,8,277,2023-09-23,Repair,16,16,16,0,19.00,Odor detected
1404,15260,99,9,132,2023-04-13,Wash & Inspect,24,24,24,0,88.54,
1405,8950,41,6,286,2025-04-15,Wash & Inspect,24,20,20,0,26.74,
1406,12304,85,11,227,2024-11-25,Wash & Inspect,20,20,20,0,8.38,RFID unreadable
1407,14471,38,7,274,2024-02-23,Decommission,20,20,15,4,193.62, 
1408,7628,29,2,227,2025-04-10,Wash & Inspect,12,10,10,0,38.57,
1409,21993,89,5,232,2023-05-31,Wash & Inspect,10,10,9,0,37.90,Seal wear
1410,17800,7,10,275,2023-12-09,Repair,6,6,6,0,29.78,Count adjusted by hub
1411,27049,90,4,27,2024-01-08,Repair,60,59,59,0,74.89,
1412,24188,21,5,283,2025-01-26,wash & inspect,80,80,80,0,78.05,
1413,4208,71,1,88,2023-10-04,Wash & Inspect,40,40,40,0,10.91,Count adjusted by hub
1414,18598,80,10,232,2025-08-11,Wash & Inspect,80,80,76,3,91.96,
1415,23986,80,8,283,2025-09-08,Wash & Inspect,24,24,23,1,93.13,
1416,20359,37,2,232,2023-08-04,Wash & Inspect,80,80,80,0,16.05, 
1417,8246,43,9,53,2026-02-19,Wash & Inspect,6,6,3,3,149.31,Odor detected
1418,10948,119,3,54,2023-03-31,Wash & Inspect,12,12,12,0,95.03,Seal wear
1419,731,5,2,38,2023-05-08,Wash & Inspect,20,20,20,0,33.54,RFID unreadable
1420,18805,10,2,53,2025-01-01,Wash & Inspect,8,10,10,0,85.58,awaiting QA
1421,17975,14,6,2,2026-06-24,Wash & Inspect,4,4,4,0,84.50,RFID unreadable
1422,7638,82,3,53,2026-06-28,Cycle Count,8,8,4,3,140.85,awaiting QA
1423,16576,74,6,2,2024-02-16,Wash & Inspect,40,40,40,0,15.04,
1424,15466,12,11,98,2023-02-24,Decommission,40,40,35,5,210.08,Count adjusted by hub
1425,20832,64,10,232,2023-06-25,Repair,12,12,12,0,61.82,RFID unreadable
1426,5141,116,10,217,2026-03-14,Wash & Inspect,4,4,4,0,37.04,Count adjusted by hub
1427,22297,118,4,283,2024-09-01,Cycle Count,6,2,0,2,111.45,RFID unreadable
1428,421,14,8,170,2024-07-03,Wash & Inspect,10,10,7,3,145.95, 
1429,24385,69,10,6,2023-04-19,Wash & Inspect,40,42,42,0,81.03,
1430,9856,62,3,277,2024-08-25,Wash & Inspect,10,10,5,5,213.16,
1431,6304,55,4,275,2023-03-03,Cycle Count,60,60,60,0,88.34,Odor detected
1432,20259,112,8,170,2024-01-18,Repair,12,12,12,0,61.55,Seal wear
1433,2049,101,10,217,2025-08-13,Wash & Inspect,80,80,76,4,113.00,Seal wear
1434,17572,109,10,2,2024-11-25,Repair,24,24,24,0,26.02,
1435,10715,87,2,86,2026-05-04,Decommission,6,2,1,1,92.70,awaiting QA
1436,7515,107,5,53,2026-04-16,Decommission,32,30,30,0,97.48,awaiting QA
1437,122,24,7,86,2025-01-31,Cycle Count,10,10,9,1,79.08, 
1438,21908,43,2,286,2024-01-08,Repair,6,6,3,3,118.36,Count adjusted by hub
1439,1551,54,2,132,2023-01-11,Wash & Inspect,32,32,32,0,34.24,RFID unreadable
1440,6445,118,4,27,2025-06-30,Wash & Inspect,6,6,6,0,43.32,
1441,5841,36,9,217,2025-05-12,Wash & Inspect,20,20,20,0,39.87,RFID unreadable
1442,1504,6,4,132,2026-01-19,Repair,60,60,60,0,85.68,RFID unreadable
1443,2971,115,10,53,2023-03-12,Wash & Inspect,6,6,6,0,20.40,
1444,22283,113,5,38,2025-11-26,wash & inspect,32,32,32,0,56.91,RFID unreadable
1445,18545,84,2,283,2025-08-02,Repair,10,10,10,0,67.89,
1446,5932,70,5,157,2025-06-12,Wash & Inspect,80,80,80,0,47.45,Odor detected
1447,19570,51,6,141,2023-09-28,Wash & Inspect,16,16,16,0,12.47,Count adjusted by hub
1448,1082,119,8,283,2025-05-17,Wash & Inspect,80,80,80,0,69.39,awaiting QA
1449,3827,106,11,274,2023-01-07,Cycle Count,10,10,10,0,34.03,RFID unreadable
1450,5701,47,7,132,2024-12-13,Repair,40,40,36,4,136.85,
1451,2820,52,2,86,2024-12-09,Decommission,12,16,16,0,40.76,
1452,14178,69,9,98,2023-03-01,Wash & Inspect,80,80,80,0,54.31,Odor detected
1453,4187,100,7,124,2025-11-27,Wash & Inspect,24,24,24,0,71.74,
1454,24980,110,8,277,2025-11-13,Wash & Inspect,8,8,8,0,73.72,awaiting QA
1455,11429,57,1,170,2023-09-12,Cycle Count,10,10,10,0,51.19,
1456,22609,102,2,157,2026-04-10,Wash & Inspect,24,24,20,4,188.14,Odor detected
1457,12773,93,7,54,2024-01-05,Wash & Inspect,8,8,8,0,53.85,RFID unreadable
1458,148,114,9,275,2025-10-23,Wash & Inspect,10,10,10,0,11.14,
1459,4128,107,9,38,2026-03-04,Wash & Inspect,60,60,60,0,17.23,Seal wear
1460,17788,30,4,274,2023-04-10,Decommission,10,10,10,0,15.93,
1461,10108,55,11,73,2025-09-19,wash & inspect,60,60,58,2,121.57, 
1462,929,53,11,132,2023-01-13,Wash & Inspect,40,40,40,0,51.26,
1463,7939,1,2,217,2023-04-20,Wash & Inspect,32,32,32,0,39.66,Seal wear
1464,12255,108,5,141,2023-12-05,Cycle Count,4,4,3,0,34.53,RFID unreadable
1465,972,90,8,217,2025-01-29,Cycle Count,24,24,24,0,53.45, 
1466,20898,26,5,286,2025-11-29,Wash & Inspect,10,6,6,0,76.54,Seal wear
1467,15073,90,5,275,2026-02-22,Repair,60,60,58,2,110.78,RFID unreadable
1468,14383,84,8,2,2025-11-19,Wash & Inspect,12,12,12,0,28.92,
1469,1699,73,1,88,2025-05-07,Wash & Inspect,20,20,16,4,125.75, 
1470,21887,20,8,170,2025-11-01,Decommission,4,4,4,0,16.54,RFID unreadable
1471,12851,51,3,124,2025-04-10,Wash & Inspect,16,24,22,2,58.93,Count adjusted by hub
1472,11960,107,6,170,2023-11-17,Wash & Inspect,40,40,40,0,21.42,Odor detected
1473,13175,16,9,2,2025-09-04,Repair,10,18,18,0,39.08,Seal wear
1474,16239,116,3,167,2024-08-31,Wash & Inspect,24,24,21,3,154.31,Count adjusted by hub
1475,22356,36,1,38,2023-01-29,Wash & Inspect,20,19,19,0,92.16, 
1476,24500,68,7,170,2025-11-09,Wash & Inspect,20,20,20,0,62.84,Odor detected
1477,25909,72,5,6,2025-01-02,Wash & Inspect,60,60,60,0,73.54,RFID unreadable
1478,16835,76,9,53,2025-04-14,Cycle Count,6,6,6,0,51.26, 
1479,19215,32,7,217,2024-01-01,Repair,8,8,4,4,179.55,RFID unreadable
1480,16587,45,10,170,2025-01-30,Cycle Count,16,16,15,1,60.88,
1481,4270,27,2,217,2025-11-13,Repair,10,10,10,0,15.91,RFID unreadable
1482,1291,50,10,275,2023-09-14,wash & inspect,4,5,2,3,132.07,Count adjusted by hub
1483,15369,79,2,217,2023-06-23,Wash & Inspect,10,10,10,0,10.72,
1484,24366,86,4,54,2025-04-06,Wash & Inspect,80,80,80,0,45.67,Count adjusted by hub
1485,566,14,6,286,2023-02-27,Decommission,16,16,16,0,24.92,awaiting QA
1486,25553,25,7,277,2023-01-17,Wash & Inspect,40,32,28,4,123.78,Odor detected
1487,24923,115,3,6,2023-06-02,Wash & Inspect,8,10,10,0,30.54,
1488,8471,40,1,88,2026-01-25,Repair,16,18,18,0,27.77,
1489,7846,40,4,286,2025-04-13,Wash & Inspect,6,6,6,0,13.47,Odor detected
1490,397,7,1,88,2025-06-03,Wash & Inspect,24,24,24,0,52.61, 
1491,26354,88,6,88,2023-11-01,Cycle Count,4,4,3,1,81.37, 
1492,16326,66,10,2,2024-05-28,Wash & Inspect,20,28,28,0,14.99,RFID unreadable
1493,17477,13,3,53,2023-08-03,Wash & Inspect,60,60,60,0,75.16,
1494,587,54,9,100,2024-10-25,Wash & Inspect,80,80,80,0,58.11,Seal wear
1495,24793,86,4,157,2026-01-05,Cycle Count,80,79,79,0,43.46,Odor detected
1496,18446,82,7,38,2026-04-09,Wash & Inspect,16,16,16,0,45.63,Seal wear
1497,347,109,7,275,2025-04-19,Repair,20,19,19,0,55.39,
1498,25325,31,2,88,2025-07-16,Wash & Inspect,6,6,5,0,88.18,Count adjusted by hub
1499,15008,1,6,286,2024-08-20,Wash & Inspect,10,10,10,0,59.56,
1500,1870,120,8,2,2024-05-23,Cycle Count,32,32,32,0,65.11, 
1501,18650,111,10,170,2023-09-27,Repair,32,32,32,0,38.13,RFID unreadable
1502,25903,49,5,2,2024-03-30,Wash & Inspect,32,40,40,0,26.17,
1503,2693,74,9,6,2025-09-06,Cycle Count,8,8,8,0,38.46, 
1504,3351,43,2,274,2025-12-27,Repair,6,6,6,0,70.48,Seal wear
1505,10656,47,1,170,2025-01-18,Cycle Count,20,21,21,0,57.34, 
1506,15237,90,10,274,2026-02-12,Wash & Inspect,4,0,0,0,42.29,Odor detected
1507,19353,22,9,124,2024-10-25,Wash & Inspect,16,16,16,0,16.25, 
1508,25016,25,7,141,2023-06-15,wash & inspect,20,20,15,5,175.55,RFID unreadable
1509,21803,118,4,157,2025-04-21,Wash & Inspect,40,40,40,0,23.56,Seal wear
1510,11878,63,2,141,2025-12-07,Wash & Inspect,20,20,20,0,91.27,
1511,12251,111,7,227,2023-08-14,Repair,32,32,31,0,75.02,RFID unreadable
1512,10255,13,5,88,2024-06-23,wash & inspect,4,4,3,0,94.97, 
1513,12995,114,6,167,2026-02-11,Repair,32,32,27,5,160.50,Count adjusted by hub
1514,15199,119,4,141,2026-01-31,Wash & Inspect,8,8,8,0,83.38,
1515,4095,24,4,27,2024-02-14,Wash & Inspect,20,20,20,0,68.60,
1516,5472,69,8,283,2023-07-08,Cycle Count,40,40,40,0,77.21,RFID unreadable
1517,6851,118,3,170,2026-04-07,Repair,16,16,16,0,37.31,Odor detected
1518,17456,31,11,232,2025-04-09,Repair,10,10,10,0,27.11,Count adjusted by hub
1519,17461,3,6,100,2024-12-20,Wash & Inspect,16,16,16,0,47.26,awaiting QA
1520,3293,75,3,283,2024-09-18,Wash & Inspect,16,16,16,0,59.69,
1521,10098,41,5,277,2026-02-01,Decommission,20,20,19,0,37.99,
1522,966,12,10,275,2023-05-23,wash & inspect,20,20,20,0,54.01,Count adjusted by hub
1523,26732,25,2,124,2026-05-19,Cycle Count,24,24,23,1,52.92, 
1524,13316,97,2,2,2023-02-03,wash & inspect,32,33,32,0,55.28,
1525,2614,79,1,167,2024-11-25,wash & inspect,12,4,4,0,36.14,
1526,26155,6,9,283,2023-12-02,Wash & Inspect,60,60,60,0,43.93,RFID unreadable
1527,20900,88,2,98,2023-07-31,Wash & Inspect,4,4,4,0,56.54,RFID unreadable
1528,22905,44,4,283,2026-02-10,Decommission,40,40,40,0,73.95,Odor detected
1529,27245,36,5,38,2026-06-29,Wash & Inspect,12,12,12,0,17.06,RFID unreadable
1530,24835,96,3,132,2024-10-11,Wash & Inspect,32,30,28,2,65.70,Odor detected
1531,15523,9,5,73,2024-06-25,Wash & Inspect,6,14,10,4,163.28,
1532,12573,29,2,141,2024-01-01,Wash & Inspect,40,40,40,0,53.40,
1533,20463,118,5,88,2024-02-27,Cycle Count,12,12,12,0,75.07,
1534,8189,37,5,124,2023-02-25,Wash & Inspect,4,4,3,0,60.31,Count adjusted by hub
1535,12001,25,10,167,2026-07-04,Repair,16,16,15,0,53.46,RFID unreadable
1536,12609,111,10,27,2023-10-20,Wash & Inspect,20,20,20,0,95.92,Count adjusted by hub
1537,7202,49,6,73,2024-06-03,Wash & Inspect,4,4,0,4,144.24,
1538,9197,24,6,98,2026-07-01,Wash & Inspect,12,12,12,0,12.50,Seal wear
1539,25892,116,1,98,2025-10-29,Decommission,60,60,60,0,72.84,Odor detected
1540,6104,48,1,124,2025-10-26,Wash & Inspect,20,24,24,0,28.21,Odor detected
1541,21751,67,4,27,2024-06-07,wash & inspect,8,8,8,0,76.91,
1542,25827,64,5,170,2023-04-03,Wash & Inspect,8,8,8,0,53.66, 
1543,5372,50,10,124,2023-02-15,wash & inspect,80,80,80,0,67.38, 
1544,22819,84,5,141,2023-03-16,Wash & Inspect,24,24,24,0,22.96,Odor detected
1545,2276,90,3,124,2026-01-30,Wash & Inspect,12,14,14,0,56.14, 
1546,25423,14,3,157,2026-05-05,Wash & Inspect,12,12,12,0,20.87,RFID unreadable
1547,5155,77,6,157,2023-03-06,Wash & Inspect,40,44,41,3,99.67,
1548,25123,79,9,217,2024-04-01,Wash & Inspect,60,60,59,0,25.91,
1549,19994,54,11,275,2024-10-14,wash & inspect,24,20,19,1,112.77,
1550,6037,93,10,157,2023-07-06,wash & inspect,4,4,4,0,33.29,RFID unreadable
1551,10178,47,1,274,2024-10-16,Wash & Inspect,80,80,80,0,75.13,
1552,4605,34,10,124,2024-11-27,Decommission,10,10,6,4,153.57,
1553,17674,43,11,170,2023-11-16,Wash & Inspect,8,8,4,4,122.46,
1554,8677,105,6,54,2023-11-11,Wash & Inspect,60,60,60,0,38.40,
1555,21181,100,2,217,2024-03-18,Wash & Inspect,24,24,24,0,87.13,Seal wear
1556,13202,92,11,227,2023-07-06,Wash & Inspect,60,60,56,4,192.15,Seal wear
1557,23693,51,1,217,2025-04-04,Repair,4,4,4,0,23.65,Odor detected
1558,25896,101,9,275,2024-10-07,Wash & Inspect,4,4,2,2,113.54,Odor detected
1559,3848,88,2,167,2023-07-12,Wash & Inspect,4,4,4,0,25.06,RFID unreadable
1560,18026,89,1,86,2025-08-18,Wash & Inspect,24,24,24,0,95.59,awaiting QA
1561,11648,83,9,274,2023-10-21,wash & inspect,16,16,14,2,71.21,awaiting QA
1562,3348,101,11,227,2026-04-28,Wash & Inspect,40,40,40,0,43.36,Count adjusted by hub
1563,24666,57,8,88,2024-12-19,Wash & Inspect,12,20,20,0,78.56,
1564,23573,29,10,274,2024-12-13,Wash & Inspect,6,6,6,0,79.01, 
1565,12057,14,6,73,2024-07-10,wash & inspect,20,22,21,0,70.27,
1566,9806,43,1,132,2025-09-28,Wash & Inspect,10,14,14,0,83.55,Count adjusted by hub
1567,24432,67,8,53,2024-06-30,Wash & Inspect,32,32,32,0,81.46,awaiting QA
1568,21949,54,10,98,2026-04-12,Wash & Inspect,8,8,8,0,83.41,
1569,13483,68,7,277,2023-05-24,Wash & Inspect,24,24,24,0,25.89,
1570,12435,25,4,124,2023-01-13,Wash & Inspect,20,16,15,0,14.77,
1571,18628,18,1,98,2023-02-07,Wash & Inspect,16,14,10,4,105.41,
1572,17434,45,9,286,2025-03-31,Wash & Inspect,12,12,12,0,86.88,RFID unreadable
1573,18176,91,2,88,2024-07-15,Wash & Inspect,8,8,7,0,21.06,
1574,12464,44,2,73,2024-08-21,Wash & Inspect,60,60,60,0,90.81,Seal wear
1575,2133,72,10,86,2024-10-01,wash & inspect,80,80,80,0,40.65,awaiting QA
1576,1830,16,6,124,2025-12-03,Wash & Inspect,80,76,76,0,96.08,
1577,5543,90,5,157,2024-12-06,Cycle Count,32,32,32,0,92.81,Odor detected
1578,18831,102,2,170,2025-11-20,Repair,8,8,8,0,47.57,awaiting QA
1579,7644,100,2,100,2025-01-19,Wash & Inspect,6,6,6,0,77.64,RFID unreadable
1580,9412,9,2,54,2023-07-29,Wash & Inspect,8,8,8,0,12.26,
1581,3486,36,3,98,2024-04-02,Cycle Count,60,60,60,0,75.09,
1582,24678,68,5,274,2026-03-29,Repair,12,12,12,0,37.23,
1583,13181,94,10,73,2025-03-23,Decommission,60,60,60,0,9.21,Count adjusted by hub
1584,18843,111,2,141,2024-02-09,Wash & Inspect,4,4,4,0,17.06, 
1585,22431,115,7,38,2025-12-13,Repair,24,20,20,0,34.31, 
1586,4701,43,7,274,2026-06-27,Wash & Inspect,40,42,42,0,28.71,Count adjusted by hub
1587,12008,89,7,283,2024-12-03,Decommission,40,40,39,0,22.31,Count adjusted by hub
1588,19047,104,8,38,2026-03-24,Wash & Inspect,80,72,72,0,79.97,
1589,25333,45,3,98,2024-08-05,Wash & Inspect,6,6,3,3,94.16,Odor detected
1590,27333,16,2,100,2024-01-05,Wash & Inspect,40,40,40,0,85.55,Count adjusted by hub
1591,4949,21,6,217,2023-07-10,Wash & Inspect,12,12,8,4,131.40,Seal wear
1592,3067,98,10,27,2023-11-15,Wash & Inspect,40,44,43,0,26.84,RFID unreadable
1593,19574,76,3,157,2023-09-16,Wash & Inspect,40,40,40,0,45.27,RFID unreadable
1594,7960,85,1,132,2024-03-02,Wash & Inspect,8,8,8,0,29.84,
1595,6464,94,11,157,2025-10-07,Wash & Inspect,4,4,4,0,23.51, 
1596,12551,45,6,6,2025-10-07,Wash & Inspect,60,60,59,0,63.43,Seal wear
1597,19427,26,1,217,2023-10-19,Wash & Inspect,4,4,4,0,51.84,Seal wear
1598,6507,112,4,98,2024-07-19,Wash & Inspect,40,38,38,0,85.65,Seal wear
1599,19320,21,2,54,2023-12-04,Repair,12,12,9,3,94.41, 
1600,2818,65,7,38,2025-05-07,Repair,80,80,80,0,17.58,
1601,150,119,5,286,2023-04-13,Repair,10,10,10,0,96.54,Seal wear
1602,2755,18,7,157,2023-02-23,Wash & Inspect,80,80,80,0,86.71,
1603,3962,70,4,54,2023-04-02,Wash & Inspect,60,60,60,0,37.54,
1604,15209,56,6,2,2024-12-20,Repair,60,60,60,0,20.24,RFID unreadable
1605,16573,68,3,286,2023-09-13,Wash & Inspect,32,32,32,0,95.06,Count adjusted by hub
1606,5051,16,8,275,2026-06-15,Wash & Inspect,40,40,39,1,72.96,Odor detected
1607,20130,110,6,73,2025-07-29,Wash & Inspect,12,13,12,0,82.70,RFID unreadable
1608,2606,6,6,286,2025-01-26,Cycle Count,20,20,20,0,90.63,
1609,25819,21,6,38,2025-06-18,Cycle Count,4,4,0,4,138.15,Count adjusted by hub
1610,16045,62,6,2,2024-03-15,Repair,4,8,3,5,133.12,RFID unreadable
1611,13358,26,3,141,2023-05-08,wash & inspect,16,16,12,4,135.24,RFID unreadable
1612,13313,70,4,232,2024-08-01,Wash & Inspect,6,6,6,0,79.63,awaiting QA
1613,18341,109,2,88,2026-07-05,Wash & Inspect,32,32,32,0,55.02,RFID unreadable
1614,2841,113,9,2,2023-02-03,Wash & Inspect,4,4,4,0,9.45,Odor detected
1615,13962,36,9,217,2026-03-19,Wash & Inspect,6,6,6,0,58.74,Count adjusted by hub
1616,10852,10,2,274,2023-01-14,Wash & Inspect,4,12,12,0,65.75,
1617,2542,119,4,98,2024-12-23,Wash & Inspect,24,24,24,0,16.49,RFID unreadable
1618,24109,27,10,54,2025-10-13,Wash & Inspect,10,10,6,3,115.58,Odor detected
1619,573,99,10,124,2025-10-19,Wash & Inspect,60,60,60,0,80.95,Seal wear
1620,11574,4,6,277,2023-02-02,Wash & Inspect,12,12,12,0,49.24,
1621,18577,118,11,27,2023-09-16,Repair,10,18,18,0,43.44,awaiting QA
1622,13794,92,4,167,2024-01-08,Repair,12,12,12,0,85.36,Seal wear
1623,7294,78,9,100,2023-09-15,wash & inspect,10,10,10,0,8.73,Seal wear
1624,23406,51,4,170,2024-02-17,Wash & Inspect,12,12,12,0,22.99,Seal wear
1625,8779,31,6,217,2026-03-24,Wash & Inspect,4,4,4,0,11.67,
1626,19371,105,11,88,2024-04-30,Wash & Inspect,6,6,6,0,45.35,RFID unreadable
1627,17991,22,2,286,2023-03-10,Wash & Inspect,40,42,37,5,198.68,awaiting QA
1628,13422,47,11,2,2024-04-25,wash & inspect,12,12,12,0,16.32,
1629,1925,86,6,275,2024-10-25,Wash & Inspect,32,32,32,0,68.14,RFID unreadable
1630,8050,81,10,274,2025-01-26,Wash & Inspect,32,32,27,4,152.03,Seal wear
1631,22485,80,7,88,2024-05-05,Wash & Inspect,24,24,24,0,60.82,
1632,12192,48,10,283,2025-10-12,wash & inspect,20,20,17,3,147.16,awaiting QA
1633,23064,30,2,88,2023-07-24,Wash & Inspect,16,16,16,0,84.04,Seal wear
1634,21083,89,3,232,2023-06-12,Wash & Inspect,8,16,15,0,68.31,
1635,7982,108,3,6,2024-06-13,Wash & Inspect,6,6,6,0,12.95,RFID unreadable
1636,22864,32,2,86,2025-05-16,Wash & Inspect,16,16,16,0,48.77, 
1637,17754,72,3,6,2023-06-19,wash & inspect,6,0,0,0,71.74,Seal wear
1638,6477,20,10,274,2024-06-24,Wash & Inspect,40,48,46,2,145.26,
1639,22503,2,2,86,2024-10-13,Cycle Count,4,2,2,0,37.93,
1640,25235,3,1,88,2026-05-05,Wash & Inspect,24,24,24,0,70.74,RFID unreadable
1641,18802,20,7,277,2025-01-13,Repair,4,4,4,0,43.88,Seal wear
1642,7034,86,4,217,2025-02-27,Cycle Count,4,4,4,0,65.55,awaiting QA
1643,4742,75,3,286,2025-12-23,Cycle Count,80,80,80,0,18.12, 
1644,2858,25,6,170,2023-03-17,wash & inspect,6,6,5,0,45.65,
1645,6732,113,1,274,2025-12-25,Wash & Inspect,40,40,40,0,61.36,
1646,4794,61,6,277,2024-08-29,Wash & Inspect,32,32,31,0,97.28,
1647,23852,62,11,132,2026-05-21,Wash & Inspect,6,6,2,4,131.73,awaiting QA
1648,369,76,3,232,2023-06-01,Wash & Inspect,40,40,40,0,50.38,Seal wear
1649,15501,21,5,227,2025-08-16,Wash & Inspect,8,8,6,2,101.39,RFID unreadable
1650,13594,104,7,283,2025-06-10,Wash & Inspect,16,16,16,0,63.24,
1651,20568,68,2,98,2023-09-22,Wash & Inspect,80,80,80,0,76.28,Seal wear
1652,23467,29,10,275,2024-08-26,wash & inspect,10,6,6,0,77.24,Seal wear
1653,2605,116,7,54,2024-09-10,Repair,32,30,30,0,12.47, 
1654,13643,80,8,100,2026-02-15,Repair,16,16,16,0,84.02,
1655,7181,16,1,86,2026-07-05,Cycle Count,10,10,10,0,24.40,
1656,21975,100,8,54,2025-02-18,Repair,40,32,32,0,41.03,RFID unreadable
1657,15854,112,3,100,2023-10-13,Wash & Inspect,24,24,23,0,60.29,awaiting QA
1658,17617,106,9,232,2024-07-28,Wash & Inspect,20,20,18,2,124.10, 
1659,20292,112,7,283,2025-12-07,Wash & Inspect,10,10,5,5,182.22,Count adjusted by hub
1660,19232,37,10,274,2025-06-28,Wash & Inspect,4,4,4,0,92.26, 
1661,17693,98,10,54,2023-01-27,Wash & Inspect,12,12,12,0,23.01,Seal wear
1662,8962,113,1,274,2025-12-09,Cycle Count,16,18,13,5,179.94, 
1663,6040,117,11,167,2023-08-26,Repair,32,32,29,3,158.94,
1664,20591,33,1,54,2025-10-26,Repair,6,6,6,0,28.53,Count adjusted by hub
1665,913,91,7,170,2024-10-06,Wash & Inspect,6,6,5,0,51.81,
1666,7600,95,9,286,2024-07-26,Repair,80,80,80,0,46.27,awaiting QA
1667,27243,40,2,6,2023-07-30,Cycle Count,32,32,31,0,86.37,
1668,1231,86,10,54,2024-06-10,Wash & Inspect,32,32,32,0,59.94,Count adjusted by hub
1669,1794,54,2,124,2026-03-17,Decommission,6,14,10,4,157.61,Seal wear
1670,19679,75,4,227,2024-12-03,Wash & Inspect,4,4,4,0,54.47,
1671,8848,51,10,2,2026-03-05,Wash & Inspect,60,60,60,0,49.82,
1672,10880,40,3,2,2025-10-12,Wash & Inspect,4,4,4,0,79.79,
1673,22634,68,2,6,2024-02-10,Wash & Inspect,10,10,10,0,42.52,
1674,22146,118,8,54,2026-03-06,Wash & Inspect,8,8,8,0,67.12,RFID unreadable
1675,48,9,7,54,2024-11-20,Wash & Inspect,4,4,4,0,15.63,
1676,16279,97,7,274,2026-01-25,Wash & Inspect,24,24,23,0,91.48, 
1677,3637,13,8,6,2025-10-29,Wash & Inspect,16,16,16,0,31.65,
1678,13345,79,1,232,2023-08-17,Cycle Count,8,8,8,0,33.91,Seal wear
1679,19103,38,6,277,2024-08-14,Wash & Inspect,40,40,40,0,93.70,Seal wear
1680,21850,39,11,124,2025-11-09,Cycle Count,4,4,4,0,12.14,
1681,2805,59,10,124,2025-04-30,Wash & Inspect,40,40,40,0,23.45,RFID unreadable
1682,18102,68,11,217,2025-07-31,Cycle Count,60,60,60,0,60.13,
1683,6216,18,7,38,2025-04-09,Wash & Inspect,60,64,64,0,17.33,awaiting QA
1684,1091,91,5,141,2026-03-17,Wash & Inspect,4,4,3,0,16.45,
1685,19866,110,6,132,2024-03-13,Wash & Inspect,16,20,20,0,90.75,Seal wear
1686,2569,114,6,6,2025-06-23,Wash & Inspect,60,60,56,4,119.49,Count adjusted by hub
1687,297,98,10,227,2024-05-08,Cycle Count,80,72,72,0,41.97,Count adjusted by hub
1688,5658,14,4,38,2025-12-02,Repair,6,6,6,0,60.71,
1689,10392,89,9,53,2025-05-09,Wash & Inspect,16,16,15,0,65.54,awaiting QA
1690,12051,44,7,53,2023-08-04,Wash & Inspect,8,8,7,1,92.02,
1691,22453,18,1,6,2025-02-22,wash & inspect,10,10,10,0,60.43,
1692,175,100,9,217,2025-11-07,Repair,40,40,40,0,88.30,awaiting QA
1693,11103,45,7,227,2025-06-04,Wash & Inspect,60,60,60,0,72.12,
1694,19031,105,7,217,2024-08-19,Wash & Inspect,10,10,10,0,18.68,Count adjusted by hub
1695,1098,97,4,157,2023-01-29,wash & inspect,6,14,14,0,62.35,Odor detected
1696,17796,120,1,6,2023-07-18,Wash & Inspect,8,8,8,0,39.95,
1697,21255,74,2,88,2023-03-13,Wash & Inspect,8,8,8,0,52.76, 
1698,22477,92,7,157,2026-03-02,Wash & Inspect,20,24,24,0,83.75,RFID unreadable
1699,26138,26,11,217,2023-08-22,Cycle Count,12,12,12,0,53.68,Odor detected
1700,4647,62,4,286,2025-01-04,Wash & Inspect,80,80,80,0,83.52,awaiting QA
1701,2097,105,5,141,2023-01-06,Wash & Inspect,40,42,41,0,10.81,
1702,4812,71,5,124,2023-10-18,Wash & Inspect,8,8,8,0,51.55,awaiting QA
1703,20914,89,2,88,2025-04-13,Wash & Inspect,24,24,24,0,30.19, 
1704,10669,37,5,170,2025-10-21,Wash & Inspect,10,14,14,0,33.73,Seal wear
1705,14203,74,1,38,2024-09-07,Wash & Inspect,12,12,12,0,80.93,
1706,22616,51,6,27,2023-08-26,wash & inspect,32,32,32,0,51.43,Seal wear
1707,11008,20,8,86,2026-02-12,Wash & Inspect,12,12,12,0,68.38, 
1708,6142,96,6,274,2023-11-01,Wash & Inspect,24,24,24,0,77.98,
1709,4618,16,10,54,2024-07-21,Repair,20,20,20,0,26.90,Seal wear
1710,12084,87,6,54,2023-07-17,Repair,40,40,40,0,47.20, 
1711,19694,88,9,53,2024-10-12,Wash & Inspect,10,10,10,0,86.95,
1712,14528,44,7,6,2025-05-19,Decommission,24,24,24,0,90.66,
1713,12104,77,4,157,2024-08-05,wash & inspect,12,8,8,0,96.26,Seal wear
1714,10975,46,6,73,2026-06-03,Wash & Inspect,6,6,5,1,48.19,Seal wear
1715,22347,29,4,124,2026-01-18,Cycle Count,20,20,20,0,28.81,
1716,25243,100,7,170,2023-03-06,Decommission,80,84,84,0,80.43,RFID unreadable
1717,15325,37,4,170,2025-03-10,Wash & Inspect,16,16,16,0,43.58,Count adjusted by hub
1718,10666,1,8,283,2025-04-27,Wash & Inspect,8,8,8,0,10.35,
1719,12771,7,4,170,2025-10-01,Wash & Inspect,4,4,4,0,82.41, 
1720,657,115,10,54,2026-06-26,Wash & Inspect,8,8,8,0,65.66,
1721,5724,48,10,275,2025-05-31,Decommission,12,12,12,0,63.04,RFID unreadable
1722,3322,101,4,124,2026-04-04,wash & inspect,8,8,8,0,33.78,
1723,2651,105,11,98,2025-04-15,Wash & Inspect,4,4,4,0,9.07,Count adjusted by hub
